0.348808,0,0,0,0.950179,0.0609754,-0.0453738,3.75275,0.293664,-0.175686,-0.00540659,0.707086,-0.70708,0.00616327,0,0,0,6.47519e+170,1.00668e-314,1.63042e-322,0,0.707107,0,0.707107,-0.0500186,-0.0255414,0.0564039
4.31964,0.0349918,-0.0996991,0.00338389,15.8165,1.18051,-0.751024,3.65129,0.364908,-0.26527,-0.0351679,0.706275,-0.70625,0.0339063,0.00335802,-0.105662,0,0,0,0,-0.0220648,0.706762,-0.706762,0.0220648,-0.145054,0.0337359,-0.0835416
4.77156,0.0706597,-0.162187,0.00405985,17.5069,1.50667,-0.833811,3.54891,1.33742,-0.0480143,-0.0511994,0.7053,-0.705173,0.0515906,0.0104212,-0.177269,0,0,0,0,-0.0654366,0.704072,-0.704072,0.0654366,-0.0588521,0.019901,-0.0218166
5.41888,0.115929,-0.237608,0.00910711,19.8648,2.04662,-0.937921,3.82399,0.194276,-0.0872437,-0.0714146,0.703554,-0.703395,0.07175,0.0235542,-0.264393,0,0,0,0,-0.0294372,0.706494,-0.706494,0.0294372,-0.0503378,0.00925874,-0.056936
6.21826,0.164915,-0.327929,0.0120705,22.7646,2.86056,-1.06014,3.43495,0.89827,0.203038,-0.0858178,0.701947,-0.701467,0.0886039,0.0436802,-0.365196,0,0,0,0,-0.126165,0.69576,-0.69576,0.126165,-0.051402,0.0103229,0.0175598
6.86841,0.204927,-0.404746,0.0096004,25.1147,3.59277,-1.15775,3.86732,0.549158,0.201563,-0.0969579,0.700479,-0.699943,0.100041,0.0638289,-0.449469,0,0,0,0,-0.0439378,0.70574,-0.70574,0.0439378,-0.0652371,0.0507635,-0.134624
7.6677,0.246781,-0.493726,0.0059697,27.9375,4.5545,-1.27902,3.69965,2.96252,-1.64161,-0.0990288,0.700208,-0.699149,0.105326,0.0879625,-0.544863,0,0,0,0,-0.0439378,0.70574,-0.70574,0.0439378,-0.0247964,-0.0854569,0.114404
8.56647,0.261518,-0.58007,-0.00362513,31.1353,5.5986,-1.39996,3.18361,0.758494,-0.662105,-0.094882,0.700834,-0.700201,0.0977157,0.109132,-0.630398,0,0,0,0,-0.126165,0.69576,-0.69576,0.126165,0.0220295,-0.0216038,0.00478907
9.11582,0.261178,-0.629991,-0.00270403,33.1116,6.15507,-1.49088,2.89879,1.40931,0.112671,-0.0864447,0.701934,-0.701562,0.0873293,0.119366,-0.679269,0,0,0,0,-0.0292349,0.706502,-0.706502,0.0292349,0.0752408,0.029479,-0.0154312
9.81537,0.256617,-0.697174,-0.00808013,35.6647,6.75289,-1.60324,3.88518,1.42991,-0.146946,-0.0732531,0.703388,-0.702967,0.0756067,0.12996,-0.745985,0,0,0,0,-0.0654366,0.704072,-0.704072,0.0654366,0.0975895,-0.0162827,-0.0122385
10.465,0.250888,-0.754091,-0.0108434,38.0762,7.22991,-1.70589,3.72511,-0.239119,-0.36247,-0.0637219,0.704267,-0.703948,0.0663675,0.135904,-0.802947,0,0,0,0,-0.0220648,0.706762,-0.706762,0.0220648,0.019901,0.0103229,-0.0675783
11.1146,0.248009,-0.815502,-0.0158272,40.4945,7.60695,-1.81685,2.54456,0.43992,1.68462,-0.0555238,0.704951,-0.704763,0.0571868,0.139567,-0.864518,0,0,0,0,-0.0110445,0.707021,-0.707021,0.0110445,-0.032246,0.0688553,-0.0782205
11.664,0.246586,-0.762672,-0.0031907,42.5374,7.84713,-1.90613,3.59437,0.872644,-0.240172,-0.0490193,0.70547,-0.705315,0.04939,0.140839,-0.918842,0,0,0,0,-0.00276207,0.707101,-0.707101,0.00276207,0.0901399,-0.0205396,0.060129
11.9636,0.246158,-0.792917,-0.0145443,43.6556,8.00326,-1.95506,3.65777,0.912038,-0.0581309,-0.0466845,0.705644,-0.705481,0.0467314,0.141017,-0.95115,0,0,0,0,-0.00552377,-0.707085,0.707085,0.00552377,0.043314,-0.0333103,0.077156
12.2135,0.2469,-0.766348,-0.00604623,44.5868,8.15303,-1.988,3.79473,0.264431,-0.30709,-0.0413861,0.705978,-0.705614,0.044631,0.140432,-0.979048,0,0,0,0,-0.0073653,-0.707068,0.707068,0.00736529,-0.022668,0.0241579,0.0313947
12.5157,0.246083,-0.79408,-0.0195175,45.6938,8.30192,-2.03339,3.24169,0.232426,0.579181,-0.0342336,0.706395,-0.70578,0.0413344,0.139185,-1.00986,0,0,0,0,-0.0165592,-0.706913,0.706913,0.0165592,0.0901399,0.0305433,0.0143671
12.8145,0.242669,-0.826911,-0.0266929,46.7986,8.459,-2.06952,3.6223,0.471725,0.40246,-0.0320887,0.706455,-0.706026,0.0376531,0.13715,-1.04358,0,0,0,0,-0.0110445,-0.707021,0.707021,0.0110445,0.0869472,0.00287344,0.0420369
13.0629,0.239646,-0.853906,-0.0330809,47.7305,8.60406,-2.09961,3.4242,0.286924,-0.324736,-0.0282059,0.706634,-0.706304,0.0317423,0.134811,-1.07139,0,0,0,0,-0.0220648,-0.706762,0.706762,0.0220648,0.0209653,0.0113872,-0.0537434
13.4624,0.238714,-0.903542,-0.0384345,49.2273,8.80231,-2.16765,3.43902,0.381201,-0.195714,-0.024405,0.706739,-0.706594,0.025468,0.129755,-1.12106,0,0,0,0,-0.0654366,-0.704072,0.704072,0.0654366,0.00925877,0.00074494,-0.047358
13.8121,0.238301,-0.948679,-0.0443738,50.5267,8.94834,-2.21882,3.85243,0.854278,-0.626846,-0.018869,0.706906,-0.706805,0.0188479,0.124044,-1.16623,0,0,0,0,-0.0220648,-0.706762,0.706762,0.0220648,0.0465066,0.00713034,-0.0377799
