0.348808,0,0,0,0.950179,0.0609754,-0.0453738,3.75275,0.293664,-0.175686,-0.00540659,0.707086,-0.70708,0.00616327,0,0,0,6.47519e+170,1.00668e-314,1.63042e-322,0,0.707107,0,0.707107,-0.0500186,-0.0255414,0.0564039
4.36962,0.0237966,-0.112019,-0.000879306,16.0069,1.19943,-0.765213,3.71091,0.624448,-0.306078,-0.0378792,0.706108,-0.706088,0.0376288,0.00396838,-0.114453,0,0,0,0,-0.0220648,0.706762,-0.706762,0.0220648,-0.152503,-0.00457616,0.046294
4.77156,0.0623016,-0.161872,-0.00528985,17.5069,1.50661,-0.833805,3.54894,1.33733,-0.0480134,-0.0510878,0.705289,-0.705176,0.0518218,0.0104212,-0.177269,0,0,0,0,-0.0654366,0.704072,-0.704072,0.0654366,-0.0588521,0.019901,-0.0218166
5.41888,0.10567,-0.238366,0.000268189,19.8648,2.0465,-0.937915,3.82399,0.194187,-0.0872437,-0.0713031,0.703536,-0.7034,0.0719808,0.0235542,-0.264393,0,0,0,0,-0.0294372,0.706494,-0.706494,0.0294372,-0.0503378,0.00925874,-0.056936
6.06881,0.150822,-0.310055,-0.00851853,22.2349,2.72282,-1.02825,3.40556,1.46973,0.660155,-0.0827908,0.70234,-0.702009,0.0839503,0.0397431,-0.348018,0,0,0,0,-0.126165,0.69576,-0.69576,0.126165,-0.0631081,0.0113872,-0.0505507
6.71807,0.191085,-0.383448,-0.008059,24.5721,3.40116,-1.12868,2.89889,1.46144,-0.086312,-0.095157,0.700731,-0.700367,0.0969893,0.0587659,-0.429541,0,0,0,0,-0.0293864,0.706496,-0.706496,0.0293864,0.0124515,-0.01309,-0.0675783
7.36744,0.22733,-0.462044,-0.0122195,26.8779,4.19448,-1.23582,2.68957,1.23282,-0.0774924,-0.0994101,0.700151,-0.699543,0.102694,0.0800274,-0.513542,0,0,0,0,-0.0439378,0.70574,-0.70574,0.0439378,-0.0237322,0.039057,-0.0728994
8.11711,0.254387,-0.534435,-0.021503,29.5334,5.07797,-1.34072,3.31355,1.36067,-0.0677764,-0.0987392,0.700261,-0.699335,0.103997,0.0992211,-0.588977,0,0,0,0,-0.0439378,0.70574,-0.70574,0.0439378,0.033736,0.0167083,-0.00585323
9.01849,0.262616,-0.617733,-0.021139,32.7692,6.07006,-1.47612,3.43799,1.32115,0.00902588,-0.0867355,0.701874,-0.701423,0.0886314,0.117696,-0.670617,0,0,0,0,-0.0292349,0.706502,-0.706502,0.0292349,0.0230937,-0.00564036,0.052679
9.61586,0.262695,-0.67489,-0.0174818,34.9376,6.58652,-1.57196,4.23864,0.708513,-1.29677,-0.0794335,0.702716,-0.702705,0.0780171,0.127321,-0.727075,0,0,0,0,-0.0220648,0.706762,-0.706762,0.0220648,0.0486351,-0.0290534,0.0164955
10.365,0.246254,-0.741765,-0.0220316,37.6898,7.15594,-1.6894,3.55144,0.8977,0.4834,-0.0646297,0.704132,-0.704082,0.0654931,0.135319,-0.795627,0,0,0,0,-0.0220648,0.706762,-0.706762,0.0220648,0.00606607,0.00287344,0.048422
11.2154,0.233256,-0.817419,-0.0348847,40.8611,7.63973,-1.83105,3.50132,0.198599,-0.449565,-0.0545237,0.704948,-0.705184,0.0528281,0.139872,-0.873325,0,0,0,0,-0.0110445,0.707021,-0.707021,0.0110445,0.0220295,-0.00883306,-0.0101101
11.8138,0.233787,-0.876959,-0.050993,43.1032,7.94537,-1.93483,3.75819,0.752051,-0.0510423,-0.0486617,0.705369,-0.705546,0.0478639,0.141119,-0.934995,0,0,0,0,-2.16489e-17,0.707107,-0.707107,6.49467e-17,-0.0194753,0.00925874,-0.00798163
12.1636,0.226328,-0.911595,-0.0652331,44.4014,8.13079,-1.9776,3.9411,0.882851,-0.125481,-0.0418381,0.70582,-0.705871,0.0425882,0.140635,-0.973177,0,0,0,0,-0.0073653,-0.707068,0.707068,0.00736529,-0.0216037,-0.00457616,-0.00053213
12.5157,0.220461,-0.942195,-0.0846566,45.694,8.3012,-2.03338,3.24169,0.23235,0.57918,-0.0353654,0.706196,-0.706043,0.0392263,0.139185,-1.00986,0,0,0,0,-0.0165592,-0.706913,0.706913,0.0165592,0.0901399,0.0305433,0.0143671
12.9631,0.208989,-0.989016,-0.0976699,47.3616,8.53881,-2.09377,3.49085,0.543398,-0.211793,-0.0297787,0.706411,-0.706466,0.0316758,0.135828,-1.05968,0,0,0,0,-0.0220648,-0.706762,0.706762,0.0220648,0.0699196,0.019901,0.0164955
13.413,0.204301,-1.04387,-0.106793,49.0448,8.78048,-2.1634,3.61964,1.72862,-0.270811,-0.0250035,0.706552,-0.706781,0.0249074,0.130466,-1.11523,0,0,0,0,-0.0654366,-0.704072,0.704072,0.0654366,-0.0184111,-0.0109616,0.0399085
13.8621,0.204636,-1.10222,-0.11363,50.7141,8.95221,-2.22913,2.8207,0.475619,0.397642,-0.01923,0.706677,-0.707091,0.0161346,0.123029,-1.17351,0,0,0,0,-0.0220648,-0.706762,0.706762,0.0220648,0.0880115,0.0316075,0.0367158
